nomeImg;modello usato;categoria;stato;bit accuracy;wm presence (logit c0)
791caaeb3f093f0e_crop3.png;pixelseal;img_dirette;Attaccata;0.7773;0.0086
842e532cef5cdf56_crop0.png;pixelseal;img_dirette;Pulita;0.4766;-0.0164
842e532cef5cdf56_crop0.png;pixelseal;img_dirette;Watermarked;1.0;-0.0227
842e532cef5cdf56_crop0.png;pixelseal;img_dirette;Attaccata;0.4844;-0.017
420a3f66afb06765_crop1.png;pixelseal;img_dirette;Pulita;0.4766;0.0112
420a3f66afb06765_crop1.png;pixelseal;img_dirette;Watermarked;1.0;-0.1942
420a3f66afb06765_crop1.png;pixelseal;img_dirette;Attaccata;0.5859;-0.0209
8f6cc697ff4a0cda_crop2.png;pixelseal;img_dirette;Pulita;0.4688;-0.0198
8f6cc697ff4a0cda_crop2.png;pixelseal;img_dirette;Watermarked;1.0;-0.1861
8f6cc697ff4a0cda_crop2.png;pixelseal;img_dirette;Attaccata;0.8008;-0.1376
0af3a38982db7f5d_crop3.png;pixelseal;img_dirette;Pulita;0.4844;-0.0184
0af3a38982db7f5d_crop3.png;pixelseal;img_dirette;Watermarked;1.0;-0.0455
0af3a38982db7f5d_crop3.png;pixelseal;img_dirette;Attaccata;0.5703;-0.0243
1e3965ebc6806fbc_crop3.png;pixelseal;img_dirette;Pulita;0.5156;-0.0138
1e3965ebc6806fbc_crop3.png;pixelseal;img_dirette;Watermarked;1.0;-0.03
1e3965ebc6806fbc_crop3.png;pixelseal;img_dirette;Attaccata;0.6914;-0.0184
bafd23428b91ec93_crop0.png;pixelseal;img_dirette;Pulita;0.4844;-0.0175
bafd23428b91ec93_crop0.png;pixelseal;img_dirette;Watermarked;1.0;-0.2098
bafd23428b91ec93_crop0.png;pixelseal;img_dirette;Attaccata;0.5703;-0.0115
899b2dc8fab4cdfd_crop1.png;pixelseal;img_dirette;Pulita;0.4375;-0.014
899b2dc8fab4cdfd_crop1.png;pixelseal;img_dirette;Watermarked;1.0;-0.3913
899b2dc8fab4cdfd_crop1.png;pixelseal;img_dirette;Attaccata;0.7109;-0.0257
a9f1534e193e7154_crop1.png;pixelseal;img_dirette;Pulita;0.5117;-0.0114
a9f1534e193e7154_crop1.png;pixelseal;img_dirette;Watermarked;1.0;-0.132
a9f1534e193e7154_crop1.png;pixelseal;img_dirette;Attaccata;0.9258;-0.0754
72a524ff4f26d0c6_crop1.png;pixelseal;img_dirette;Pulita;0.4844;-0.0287
72a524ff4f26d0c6_crop1.png;pixelseal;img_dirette;Watermarked;1.0;0.182
72a524ff4f26d0c6_crop1.png;pixelseal;img_dirette;Attaccata;0.5117;-0.0107
899b2dc8fab4cdfd_crop3.png;pixelseal;img_dirette;Pulita;0.457;-0.0206
899b2dc8fab4cdfd_crop3.png;pixelseal;img_dirette;Watermarked;1.0;0.0958
899b2dc8fab4cdfd_crop3.png;pixelseal;img_dirette;Attaccata;0.7617;-0.0071
a9f1534e193e7154_crop0.png;pixelseal;img_dirette;Pulita;0.5156;-0.0105
a9f1534e193e7154_crop0.png;pixelseal;img_dirette;Watermarked;1.0;0.2119
a9f1534e193e7154_crop0.png;pixelseal;img_dirette;Attaccata;0.875;0.0255
5c407d026717acce_crop0.png;pixelseal;img_dirette;Pulita;0.5312;-0.0112
5c407d026717acce_crop0.png;pixelseal;img_dirette;Watermarked;1.0;0.026
5c407d026717acce_crop0.png;pixelseal;img_dirette;Attaccata;0.4492;-0.0235
35c620f16a2cbfcc_crop1.png;pixelseal;img_dirette;Pulita;0.5117;-0.0238
35c620f16a2cbfcc_crop1.png;pixelseal;img_dirette;Watermarked;1.0;-0.0101
35c620f16a2cbfcc_crop1.png;pixelseal;img_dirette;Attaccata;0.5547;-0.0178
65798d6e9bf80784_crop2.png;pixelseal;img_dirette;Pulita;0.4297;-0.032
65798d6e9bf80784_crop2.png;pixelseal;img_dirette;Watermarked;1.0;-0.0839
65798d6e9bf80784_crop2.png;pixelseal;img_dirette;Attaccata;0.5273;-0.0132
fe0a0e92b569f9a8_crop2.png;pixelseal;img_dirette;Pulita;0.4922;-0.0102
fe0a0e92b569f9a8_crop2.png;pixelseal;img_dirette;Watermarked;1.0;0.2073
fe0a0e92b569f9a8_crop2.png;pixelseal;img_dirette;Attaccata;0.8047;0.0034
72a524ff4f26d0c6_crop3.png;pixelseal;img_dirette;Pulita;0.4805;-0.034
72a524ff4f26d0c6_crop3.png;pixelseal;img_dirette;Watermarked;1.0;0.2122
72a524ff4f26d0c6_crop3.png;pixelseal;img_dirette;Attaccata;0.7773;0.0242
420a3f66afb06765_crop0.png;pixelseal;img_dirette;Pulita;0.5078;-0.0124
420a3f66afb06765_crop0.png;pixelseal;img_dirette;Watermarked;1.0;-0.0591
420a3f66afb06765_crop0.png;pixelseal;img_dirette;Attaccata;0.5039;-0.0154
58e590cea5efc434_crop1.png;pixelseal;img_dirette;Pulita;0.4805;-0.0261
58e590cea5efc434_crop1.png;pixelseal;img_dirette;Watermarked;1.0;0.3453
58e590cea5efc434_crop1.png;pixelseal;img_dirette;Attaccata;0.5352;-0.026
4ced33b1d7bdd35c_crop1.png;pixelseal;img_dirette;Pulita;0.5117;-0.0157
4ced33b1d7bdd35c_crop1.png;pixelseal;img_dirette;Watermarked;1.0;0.0026
4ced33b1d7bdd35c_crop1.png;pixelseal;img_dirette;Attaccata;0.5781;-0.004
528b474cad675a6c_crop3.png;pixelseal;img_dirette;Pulita;0.4805;0.0007
528b474cad675a6c_crop3.png;pixelseal;img_dirette;Watermarked;1.0;0.4162
528b474cad675a6c_crop3.png;pixelseal;img_dirette;Attaccata;0.5391;-0.0041
006afe56d09e8a25_crop1.png;pixelseal;img_dirette;Pulita;0.5352;-0.0165
006afe56d09e8a25_crop1.png;pixelseal;img_dirette;Watermarked;1.0;0.0229
006afe56d09e8a25_crop1.png;pixelseal;img_dirette;Attaccata;0.9766;0.0732
b4981e6dd9b3213f_crop0.png;pixelseal;img_dirette;Pulita;0.5469;-0.0353
